day,maximum_fare,minimum_fare,avg_fare,std_dev_fare,rides
2014-02-20,800052.00,0.00,1117.86,2992.60,91702
2014-02-21,800046.00,0.00,1145.28,3289.87,105706
2014-02-22,36015.00,0.00,1049.34,848.78,100849
2014-02-23,78999.00,0.00,1192.55,1098.98,75912
2014-02-24,700204.00,0.00,1248.06,4297.08,69161
2014-02-25,560020.00,0.00,1145.06,2798.59,74817
2014-02-26,982504.00,0.00,1250.40,8659.92,82936
2014-02-27,542504.00,0.00,1133.70,2170.78,90649
2014-02-28,900400.00,0.00,1203.68,7736.37,101473
2014-03-01,140103.00,0.00,1040.42,948.37,101036
2014-03-02,700048.00,0.00,1219.51,3383.66,78271
2014-03-03,430033.00,0.00,1213.15,2389.49,73421
2014-03-04,314883.00,0.00,1161.07,1882.81,77257
2014-03-05,99725.00,0.00,1155.00,1180.00,79855
2014-03-06,800080.00,0.00,1231.68,5677.45,86071
2014-03-07,99999.00,0.00,1155.55,1114.75,93965
2014-03-08,320010.00,0.00,1050.83,1681.30,99595
2014-03-09,900098.00,0.00,1433.25,11651.97,74449
2014-03-10,200116.00,0.00,1288.84,1509.07,68953
2014-03-11,800112.00,0.00,1226.60,5004.78,76179
2014-03-12,900274.00,0.00,1163.19,3736.03,83905
2014-03-13,60208.00,0.00,1223.77,1109.69,94154
2014-03-14,440012.00,0.00,1197.78,1914.37,109959
2014-03-15,900102.00,0.00,1122.90,5067.68,150797
2014-03-16,880039.00,0.00,1313.58,7165.00,93701
2014-03-17,700364.00,0.00,1272.93,2732.95,84767
2014-03-18,800080.00,0.00,1281.37,3473.84,81334
2014-03-19,130005.00,0.00,1212.73,1238.77,86133
2014-03-20,900064.00,0.00,1259.69,6081.77,91192
2014-03-21,800665.00,0.00,1159.30,2977.02,102682
2014-03-22,700106.00,0.00,1061.02,2470.68,102193
2014-03-23,990041.00,0.00,1255.87,6480.91,87367
2014-03-24,920039.00,0.00,1351.97,6301.45,76892
2014-03-25,400102.00,0.00,1182.12,1784.75,79264
2014-03-26,800202.00,0.00,1251.01,5329.18,82467
2014-03-27,200007.00,0.00,1208.18,1366.06,91475
2014-03-28,900056.00,0.00,1168.07,3724.16,103547
2014-03-29,840465.00,0.00,1077.92,2810.99,101788
2014-03-30,500114.00,0.00,1291.61,3806.43,84634
2014-03-31,43005.00,0.00,1307.12,1172.82,72751
2014-04-01,90000.00,0.00,1198.48,1180.96,79601
2014-04-02,700092.00,0.00,1269.14,3562.18,81162
2014-04-03,800110.00,0.00,1211.71,5122.45,96449
2014-04-04,900052.00,0.00,1186.94,4859.43,114655
2014-04-05,120006.00,0.00,1073.18,1130.37,109188
2014-04-06,80000.00,0.00,1241.45,1150.17,87812
2014-04-07,800712.00,0.00,1331.66,3979.01,75423
2014-04-08,230010.00,0.00,1237.00,1551.78,80754
2014-04-09,48000.00,0.00,1253.93,1158.93,87607
2014-04-10,800068.00,0.00,1281.87,3119.45,91101
2014-04-11,156180.00,0.00,1215.59,1295.21,98972
2014-04-12,324442.00,0.00,1090.31,1410.74,98687
2014-04-13,846666.00,0.00,1245.09,3557.10,82115
2014-04-14,990042.00,0.00,1349.25,7292.60,79294
2014-04-15,800204.00,0.00,1203.15,5355.71,83595
2014-04-16,910044.00,0.00,1227.32,5226.96,86021
2014-04-17,600358.00,0.00,1264.89,2688.33,89814
2014-04-18,900184.00,0.00,1230.22,8608.08,97573
2014-04-19,900068.00,0.00,1137.64,7813.96,88123
2014-04-20,461614.00,0.00,1264.33,2868.06,63024
2014-04-21,700224.00,0.00,1337.69,2954.46,69232
2014-04-22,800056.00,0.00,1281.55,5739.81,78883
2014-04-23,960050.00,0.00,1279.61,6775.76,89973
2014-04-24,900174.00,0.00,1316.03,6858.03,96508
2014-04-25,690039.00,0.00,1245.87,4438.90,105023
2014-04-26,930020.00,0.00,1082.80,2913.59,111709
2014-04-27,55554.00,0.00,1258.25,1098.63,87081
2014-04-28,800462.00,0.00,1295.87,3108.15,79492
2014-04-29,800474.00,0.00,1269.11,4805.08,77777
2014-04-30,490016.00,0.00,1288.59,2967.75,86585
2014-05-01,640017.00,0.00,1262.13,3288.07,93957
2014-05-02,972465.00,0.00,1355.68,10925.68,108482
2014-05-03,400236.00,0.00,1103.25,1583.10,111336
2014-05-04,900286.00,0.00,1300.20,5944.36,89895
2014-05-05,800350.00,0.00,1393.13,7832.68,84704
2014-05-06,900154.00,0.00,1369.12,6218.73,83996
2014-05-07,99999.00,0.00,1290.93,1346.20,82394
2014-05-08,700340.00,0.00,1272.18,2623.26,88781
2014-05-09,900092.00,0.00,1287.09,6889.97,104995
2014-05-10,300082.00,0.00,1096.71,1302.07,98647
2014-05-11,115245.00,0.00,1229.40,1130.28,75512
2014-05-12,900112.00,0.00,1469.07,8406.67,74774
2014-05-13,800934.00,0.00,1318.56,5408.47,83682
2014-05-14,80004.00,0.00,1314.55,1299.69,91879
2014-05-15,900176.00,0.00,1302.48,6129.55,102100
2014-05-16,799385.00,0.00,1243.89,4337.14,120392
2014-05-17,900054.00,0.00,1165.51,3992.33,116418
2014-05-18,900182.00,0.00,1414.74,10621.32,103126
2014-05-19,222222.00,0.00,1377.23,1526.18,88878
2014-05-20,204005.00,0.00,1348.13,1721.83,90891
2014-05-21,300038.00,0.00,1341.37,1595.10,91637
2014-05-22,41656.00,0.00,1290.72,1160.58,91307
2014-05-23,300106.00,0.00,1220.42,1545.34,96342
2014-05-24,800050.00,0.00,1083.42,2929.92,97114
2014-05-25,55554.00,0.00,1077.20,858.01,90451
2014-05-26,84025.00,0.00,1307.16,1215.35,61281
2014-05-27,74121.00,0.00,1285.89,1223.60,73961
2014-05-28,428054.00,0.00,1258.08,2168.37,80073
2014-05-29,33333.00,0.00,1289.98,1164.82,87397
2014-05-30,900082.00,0.00,1292.86,7559.53,108027
2014-05-31,900124.00,0.00,1113.30,4014.79,111203
2014-06-01,99999.00,0.00,1193.32,1047.84,96233
2014-06-02,880039.00,0.00,1352.01,3411.87,82609
2014-06-03,100032.00,0.00,1398.44,1362.98,81596
2014-06-04,290092.00,0.00,1226.24,1856.60,90116
2014-06-05,77777.00,0.00,1256.19,1232.38,89144
2014-06-06,970045.00,0.00,1258.62,5122.73,102971
2014-06-07,63750.00,0.00,1111.99,906.37,110265
2014-06-08,500042.00,0.00,1237.49,2183.93,95520
2014-06-09,800394.00,0.00,1371.16,6839.86,84993
2014-06-10,69617.00,0.00,1228.48,1239.84,102209
2014-06-11,95501.00,0.00,1306.28,1269.48,95542
2014-06-12,70230.00,0.00,1297.08,1162.92,95318
2014-06-13,710036.00,0.00,1274.93,3909.46,103850
2014-06-14,900120.00,0.00,1293.22,11705.52,109928
2014-06-15,900408.00,0.00,1450.03,11732.49,81069
2014-06-16,111111.00,0.00,1325.40,1334.25,77685
2014-06-17,800644.00,0.00,1330.05,7730.41,80074
2014-06-18,303030.00,0.00,1221.42,1583.14,91704
2014-06-19,700656.00,0.00,1334.31,3331.01,97546
2014-06-20,750038.00,0.00,1345.99,5136.65,108698
2014-06-21,630017.00,0.00,1137.69,2964.86,107107
2014-06-22,234432.00,0.00,1268.66,1349.17,89318
2014-06-23,900366.00,0.00,1405.37,7307.83,77077
2014-06-24,87777.00,0.00,1293.11,1222.71,82891
2014-06-25,910042.00,0.00,1356.36,5676.30,88843
2014-06-26,99999.00,0.00,1270.79,1166.51,98263
2014-06-27,306800.00,0.00,1227.17,1396.71,107335
2014-06-28,99999.00,0.00,1101.75,906.10,109010
2014-06-29,971751.00,0.00,1247.86,3456.25,87470
2014-06-30,570072.00,0.00,1169.85,2352.16,72637
2014-07-01,133002.00,0.00,1165.90,1437.72,71312
2014-07-02,90004.00,0.00,1112.78,1084.31,76661
2014-07-03,540032.00,0.00,1191.18,3167.76,74502
2014-07-04,99999.00,0.00,1072.29,979.49,82136
2014-07-05,65535.00,0.00,1048.17,965.84,82480
2014-07-06,99999.00,0.00,1260.57,1269.84,65392
2014-07-07,860037.00,0.00,1422.84,6974.02,63674
2014-07-08,700230.00,0.00,1221.87,2884.44,68404
2014-07-09,74000.00,0.00,1219.12,1117.28,77209
2014-07-10,94733.00,0.00,1236.32,1155.47,86039
2014-07-11,114499.00,0.00,1196.03,1103.45,103145
2014-07-12,202020.00,0.00,1066.32,1087.11,107075
2014-07-13,387045.00,0.00,1235.92,1740.61,86120
2014-07-14,77337.00,0.00,1331.20,1237.32,72356
2014-07-15,719481.00,0.00,1251.49,2918.65,76150
2014-07-16,500066.00,0.00,1272.01,2374.31,82592
2014-07-17,740019.00,0.00,1313.77,5348.30,88910
2014-07-18,800216.00,0.00,1225.01,2711.49,104319
2014-07-19,900116.00,0.00,1178.68,6962.23,110954
2014-07-20,583171.00,0.00,1278.22,2261.97,89406
2014-07-21,129002.00,0.00,1336.69,1320.76,73928
2014-07-22,700086.00,0.00,1260.05,3954.59,78126
2014-07-23,96320.00,0.00,1258.05,1199.48,82018
2014-07-24,443211.00,0.00,1287.10,1902.65,91204
2014-07-25,300040.00,0.00,1226.86,2148.38,105638
2014-07-26,20500.00,0.00,1113.58,841.18,107213
2014-07-27,66525.00,0.00,1263.77,1079.84,89469
2014-07-28,550015.00,0.00,1378.15,2628.15,73762
2014-07-29,91506.00,0.00,1237.07,1228.31,78721
2014-07-30,762831.00,0.00,1302.09,3688.72,83927
2014-07-31,80583.00,0.00,1317.58,1212.76,91990
2014-08-01,99999.00,0.00,1193.44,1066.99,102413
2014-08-02,500089.00,0.00,1096.92,1813.21,101966
2014-08-03,900052.00,0.00,1219.08,5297.66,93119
2014-08-04,59000.00,0.00,1291.73,1294.50,77507
2014-08-05,99999.00,0.00,1249.40,1431.43,72517
2014-08-06,55000.00,0.00,1259.94,1146.87,76367
2014-08-07,44777.00,0.00,1250.68,1141.30,84374
2014-08-08,900074.00,0.00,1211.54,3745.39,100484
2014-08-09,56890.00,0.00,1108.10,887.50,101665
2014-08-10,99999.00,0.00,1273.57,1215.55,81173
2014-08-11,900505.00,0.00,1353.81,4668.01,72600
2014-08-12,700086.00,0.00,1240.95,2804.52,74987
2014-08-13,90000.00,0.00,1259.56,1178.24,79311
2014-08-14,75605.00,0.00,1262.40,1144.03,88898
2014-08-15,921159.00,0.00,1224.97,3155.69,96613
2014-08-16,992939.00,0.00,1127.33,5055.29,100387
2014-08-17,500042.00,0.00,1283.11,2770.47,78595
2014-08-18,99999.00,0.00,1347.93,1299.39,66534
2014-08-19,90000.00,0.00,1219.78,1281.74,77874
2014-08-20,99999.00,0.00,1259.37,1258.57,81169
2014-08-21,37058.00,0.00,1244.33,1113.54,90089
2014-08-22,900166.00,0.00,1264.14,6239.38,101385
2014-08-23,900408.00,0.00,1151.29,5867.18,99939
2014-08-24,58604.00,0.00,1269.79,1090.22,81388
2014-08-25,88885.00,0.00,1279.60,1291.82,68708
2014-08-26,90900.00,0.00,1264.22,1360.52,69455
2014-08-27,47707.00,0.00,1209.77,1105.43,71988
2014-08-28,700060.00,0.00,1253.42,3620.63,78352
2014-08-29,290819.00,0.00,1186.71,1512.48,89788
2014-08-30,300046.00,0.00,1072.83,1449.04,92783
2014-08-31,920020.00,0.00,1133.04,5537.81,89679
2014-09-01,99999.00,0.00,1330.66,1246.11,55954
2014-09-02,750018.00,0.00,1363.74,3605.06,60227
2014-09-03,99999.00,0.00,1210.96,1189.15,68039
2014-09-04,130006.00,0.00,1203.90,1283.43,79640
2014-09-05,200036.00,0.00,1174.73,1247.90,95019
2014-09-06,66999.00,0.00,1142.68,963.05,93685
2014-09-07,53651.00,0.00,1296.37,1098.21,82807
2014-09-08,135511.00,0.00,1362.50,1408.05,71687
2014-09-09,900179.00,0.00,1417.44,10419.01,78290
2014-09-10,800134.00,0.00,1374.46,7132.07,88771
2014-09-11,90000.00,0.00,1269.44,1186.07,91104
2014-09-12,900187.00,0.00,1267.18,6078.51,106811
2014-09-13,900082.00,0.00,1254.77,8346.80,100995
2014-09-14,860020.00,0.00,1383.80,7125.00,82453
2014-09-15,353030.00,0.00,1365.07,1873.90,72214
2014-09-16,900110.00,0.00,1489.51,11670.01,74440
2014-09-17,99999.00,0.00,1341.32,1374.22,82094
2014-09-18,81503.00,0.00,1288.09,1260.02,89668
2014-09-19,99999.00,0.00,1267.52,1197.86,102191
2014-09-20,900114.00,0.00,1141.74,5545.99,99006
2014-09-21,55454.00,0.00,1280.14,1115.49,81017
2014-09-22,900170.00,0.00,1370.78,4796.23,74606
2014-09-23,700058.00,0.00,1322.20,4877.86,75740
2014-09-24,84933.00,0.00,1307.03,1289.70,76559
2014-09-25,40500.00,0.00,1254.58,1123.00,78460
2014-09-26,88888.00,0.00,1158.68,1204.96,90226
2014-09-27,99999.00,0.00,1162.92,1043.26,97243
2014-09-28,830037.00,0.00,1363.81,7161.89,83843
2014-09-29,666665.00,0.00,1357.97,3305.67,74821
2014-09-30,800118.00,0.00,1275.90,4443.59,79918
2014-10-01,900087.00,0.00,1400.95,8861.46,80733
2014-10-02,900078.00,0.00,1253.13,5673.71,87119
2014-10-03,900124.00,0.00,1310.57,8323.64,98599
2014-10-04,700074.00,0.00,1099.00,5048.23,89822
2014-10-05,900078.00,0.00,1414.38,9464.37,71928
2014-10-06,900104.00,0.00,1484.45,9673.25,70233
2014-10-07,990041.00,0.00,1351.41,7697.75,74404
2014-10-08,679040.00,0.00,1298.01,2724.50,79841
2014-10-09,700380.00,0.00,1279.94,2688.61,86531
2014-10-10,900436.00,0.00,1287.54,3077.35,99287
2014-10-11,800114.00,0.00,1176.86,5498.64,93246
2014-10-12,900348.00,0.00,1288.90,7241.48,80926
2014-10-13,900171.00,0.00,1622.56,12246.94,73227
2014-10-14,50000.00,0.00,1243.89,1141.43,83638
2014-10-15,900274.00,0.00,1507.56,14512.65,85257
2014-10-16,900214.00,0.00,1354.08,7081.21,91037
2014-10-17,800370.00,0.00,1285.35,4744.38,106073
2014-10-18,810024.00,0.00,1184.36,6931.44,108809
2014-10-19,900362.00,0.00,1424.05,11215.32,92231
2014-10-20,200036.00,0.00,1383.82,1573.83,76643
2014-10-21,320032.00,0.00,1317.65,1696.34,78626
2014-10-22,50000.00,0.00,1294.86,1215.82,79800
2014-10-23,800300.00,0.00,1289.12,4239.79,84908
2014-10-24,120006.00,0.00,1256.13,1281.66,92040
2014-10-25,130006.00,0.00,1113.82,1035.66,88456
2014-10-26,900052.00,0.00,1339.96,4783.96,77010
2014-10-27,99999.00,0.00,1357.91,1407.19,70927
2014-10-28,700054.00,0.00,1226.41,2804.76,79073
2014-10-29,300096.00,0.00,1253.12,1650.24,82736
2014-10-30,880022.00,0.00,1289.64,3238.23,85696
2014-10-31,800146.00,0.00,1178.92,2720.52,103886
2014-11-01,400118.00,0.00,1115.84,1482.19,115524
2014-11-02,144411.00,0.00,1286.68,1298.75,83141
2014-11-03,99900.00,0.00,1339.48,1258.41,75655
2014-11-04,250009.00,0.00,1261.06,1593.57,81496
2014-11-05,96325.00,0.00,1341.53,1237.49,84515
2014-11-06,99999.00,0.00,1260.08,1278.42,94261
2014-11-07,900000.00,0.00,1243.04,3426.44,100042
2014-11-08,800140.00,0.00,1094.39,2780.02,95636
2014-11-09,700011.00,0.00,1290.72,3344.44,76844
2014-11-10,200250.00,0.00,1338.43,1592.49,68913
2014-11-11,50080.00,0.00,1249.64,1160.67,74550
2014-11-12,704781.00,0.00,1260.29,3782.59,85205
2014-11-13,62510.00,0.00,1223.60,1170.75,92005
2014-11-14,600056.00,0.00,1258.37,2664.95,103554
2014-11-15,769800.00,0.00,1117.04,3519.01,100374
2014-11-16,300072.00,0.00,1240.98,1515.45,84732
2014-11-17,735039.00,0.00,1293.97,2815.28,89204
2014-11-18,667185.00,0.00,1339.21,7364.79,88445
2014-11-19,400106.00,0.00,1283.17,2141.88,86546
2014-11-20,300144.00,0.00,1209.48,1552.73,93868
2014-11-21,700052.00,0.00,1177.21,2612.14,100436
2014-11-22,99999.00,0.00,1072.21,980.03,85951
2014-11-23,100078.00,0.00,1136.48,1144.04,74805
2014-11-24,900086.00,0.00,1141.95,6173.88,72637
2014-11-25,400102.00,0.00,1143.44,1914.80,72337
2014-11-26,600046.00,0.00,1155.37,2787.21,66264
2014-11-27,700364.00,0.00,1188.87,3696.76,44168
2014-11-28,59285.00,0.00,1096.68,998.11,55121
2014-11-29,102305.00,0.00,1228.58,1124.67,69993
2014-11-30,500414.00,0.00,1357.32,2313.64,65646
2014-12-01,110006.00,0.00,1303.05,1377.54,85513
2014-12-02,179402.00,0.00,1191.12,1619.88,89264
2014-12-03,800052.00,0.00,1254.98,4404.45,92890
2014-12-04,340011.00,0.00,1286.94,1732.11,99870
2014-12-05,800106.00,0.00,1197.58,3551.89,108827
2014-12-06,700306.00,0.00,1063.70,2436.94,103094
2014-12-07,851481.00,0.00,1206.23,3269.24,76748
2014-12-08,666666.00,0.00,1250.80,2903.66,74525
2014-12-09,799385.00,0.00,1175.84,3083.82,78907
2014-12-10,660019.00,0.00,1198.32,2891.69,83217
2014-12-11,99999.00,0.00,1203.03,1287.86,94663
2014-12-12,93000.00,0.00,1152.31,1244.18,110976
2014-12-13,750018.00,0.00,1082.50,2589.52,102123
2014-12-14,760036.00,0.00,1184.06,2940.35,76777
2014-12-15,430012.00,0.00,1219.21,2087.11,78425
2014-12-16,122222.00,0.00,1163.74,1306.08,81695
2014-12-17,800060.00,0.00,1141.98,2956.06,88265
2014-12-18,240028.00,0.00,1132.10,1314.13,96822
2014-12-19,920039.00,0.00,1108.93,3059.02,104699
2014-12-20,909001.00,0.00,1058.90,3283.54,90702
2014-12-21,55000.00,0.00,1076.77,962.11,71487
2014-12-22,100066.00,0.00,1059.51,1177.00,70660
2014-12-23,530014.00,0.00,1109.32,2372.52,62262
2014-12-24,39745.00,0.00,1099.83,1078.55,40508
2014-12-25,99999.00,0.00,1293.00,1368.79,17744
2014-12-26,800100.00,0.00,1171.40,4442.02,39055
2014-12-27,96525.00,0.00,1117.60,1142.62,55873
2014-12-28,70004.00,0.00,1218.48,1109.20,52727
2014-12-29,160026.00,0.00,1135.09,1266.96,56078
2014-12-30,700052.00,0.00,1106.32,4497.39,66465
2014-12-31,90000.00,0.00,997.24,991.65,84610
2015-01-01,801170.00,0.00,1075.97,3491.76,78147
2015-01-02,357419.00,0.00,1110.54,2154.59,58502
2015-01-03,99999.00,0.00,1112.85,1114.51,60484
2015-01-04,480013.00,0.00,1295.03,2752.59,51746
2015-01-05,300088.00,0.00,1249.17,1824.04,63714
2015-01-06,700056.00,0.00,1252.07,7468.89,67036
2015-01-07,666705.00,0.00,1148.40,4346.92,65488
2015-01-08,700108.00,0.00,1234.95,8502.99,70940
2015-01-09,900037.00,0.00,1235.55,7954.21,87975
2015-01-10,800058.00,0.00,1073.01,3050.34,75999
2015-01-11,68500.00,0.00,1209.25,1218.07,61760
2015-01-12,900495.00,0.00,1288.54,7769.45,70458
2015-01-13,900558.00,0.00,1291.64,10017.06,72671
2015-01-14,900095.00,0.00,1281.31,8904.24,76898
2015-01-15,668645.00,0.00,1213.13,3639.62,78276
2015-01-16,900120.00,0.00,1184.63,4530.92,87526
2015-01-17,700056.00,0.00,1050.01,2679.58,81380
2015-01-18,140006.00,0.00,1104.97,1125.41,68917
2015-01-19,99999.00,0.00,1349.27,1348.48,51671
2015-01-20,666865.00,0.00,1240.43,4131.46,65604
2015-01-21,600050.00,0.00,1225.49,4940.87,67891
2015-01-22,800056.00,0.00,1235.30,5202.95,75846
2015-01-23,500756.00,0.00,1166.27,2545.61,86889
2015-01-24,980040.00,0.00,1098.94,3910.63,79882
2015-01-25,900150.00,0.00,1217.67,4321.30,75432
2015-01-26,45336.00,0.00,1176.28,1071.85,80780
2015-01-27,900334.00,0.00,1234.94,8633.31,78195
2015-01-28,750037.00,0.00,1256.16,3006.18,75432
2015-01-29,900142.00,0.00,1289.37,7437.68,77060
2015-01-30,900078.00,0.00,1266.73,9774.21,90935
2015-01-31,760040.00,0.00,1105.93,5320.90,79987
2015-02-01,88425.00,0.00,1064.66,1028.97,50034
2015-02-02,222222.00,0.00,1268.83,1658.48,63497
2015-02-03,900078.00,0.00,1402.99,9526.43,74327
2015-02-04,900060.00,0.00,1215.76,7059.70,80538
2015-02-05,900216.00,0.00,1238.75,6666.20,87340
2015-02-06,900060.00,0.00,1276.49,9622.48,93219
2015-02-07,900056.00,0.00,1115.63,5895.28,86653
2015-02-08,600106.00,0.00,1222.37,2727.54,65934
2015-02-09,740020.00,0.00,1235.64,4014.79,71644
2015-02-10,800094.00,0.00,1224.96,5883.54,72468
2015-02-11,900078.00,0.00,1272.06,7897.51,76581
2015-02-12,900182.00,0.00,1208.67,5888.27,87661
2015-02-13,800092.00,0.00,1217.51,7243.89,101915
2015-02-14,900278.00,0.00,1088.86,6614.55,105903
2015-02-15,530051.00,0.00,1190.27,4901.32,71028
2015-02-16,600048.00,0.00,1302.57,3193.69,61255
2015-02-17,900202.00,0.00,1253.63,7123.39,73671
2015-02-18,800052.00,0.00,1199.95,5603.52,84783
2015-02-19,900087.00,0.00,1241.51,8516.42,89029
2015-02-20,99999.00,0.00,1125.35,1112.80,100408
2015-02-21,900079.00,0.00,1106.38,6322.64,92801
2015-02-22,400068.00,0.00,1206.73,2084.59,78174
2015-02-23,900148.00,0.00,1535.72,14226.06,78123
2015-02-24,865748.00,0.00,1187.72,4725.23,79517
2015-02-25,300174.00,0.00,1190.61,1499.11,83332
2015-02-26,900108.00,0.00,1208.53,5308.81,92078
2015-02-27,900386.00,0.00,1207.53,6532.27,106846
2015-02-28,900074.00,0.00,1172.10,8171.05,94868
2015-03-01,99999.00,0.00,1250.07,1450.00,69135
2015-03-02,900056.00,0.00,1339.48,5204.30,69398
2015-03-03,700406.00,0.00,1183.66,3739.09,75608
2015-03-04,280029.00,0.00,1200.36,1599.77,79036
2015-03-05,900287.00,0.00,1231.29,7206.17,89989
2015-03-06,900232.00,0.00,1256.86,7311.87,104191
2015-03-07,600090.00,0.00,1125.75,2628.28,92277
2015-03-08,900098.00,0.00,1374.78,8574.04,75695
2015-03-09,900112.00,0.00,1401.77,7314.95,76407
2015-03-10,900092.00,0.00,1458.81,10731.98,73134
2015-03-11,99999.00,0.00,1246.89,1216.27,76676
2015-03-12,800360.00,0.00,1254.90,4715.76,84906
2015-03-13,980040.00,0.00,1272.96,7176.54,97954
2015-03-14,520014.00,0.00,1100.77,2000.84,129398
2015-03-15,300112.00,0.00,1304.21,1616.66,74873
2015-03-16,88666.00,0.00,1312.54,1348.13,66915
2015-03-17,874009.00,0.00,1185.68,3826.37,80843
2015-03-18,900050.00,0.00,1347.96,8450.24,80481
2015-03-19,863641.00,0.00,1265.30,4108.58,85427
2015-03-20,820042.00,0.00,1173.84,2895.99,94599
2015-03-21,944933.00,0.00,1166.69,7754.94,91325
2015-03-22,99999.00,0.00,1233.83,1132.20,77541
2015-03-23,900184.00,0.00,1323.71,5932.99,77726
2015-03-24,900126.00,0.00,1308.39,6682.81,80805
2015-03-25,900179.00,0.00,1388.85,10054.92,80952
2015-03-26,900126.00,0.00,1359.10,8338.22,83144
2015-03-27,900192.00,0.00,1268.59,7799.60,96150
2015-03-28,900062.00,0.00,1191.85,8427.93,87015
2015-03-29,320030.00,0.00,1284.88,2346.50,70207
2015-03-30,900082.00,0.00,1416.27,7562.16,62853
2015-03-31,790020.00,0.00,1237.51,4082.11,66053
2015-04-01,900648.00,0.00,1263.34,7266.57,68680
2015-04-02,900042.00,0.00,1264.38,4315.69,78242
2015-04-03,110005.00,0.00,1116.56,1141.41,80222
2015-04-04,667125.00,0.00,1073.61,5103.42,70051
2015-04-05,600382.00,0.00,1248.33,2785.77,58787
2015-04-06,700092.00,0.00,1361.82,5925.64,64699
2015-04-07,55554.00,0.00,1180.68,1122.29,72120
2015-04-08,550000.00,0.00,1222.00,2661.57,74453
2015-04-09,500364.00,0.00,1182.28,2181.98,80096
2015-04-10,900058.00,0.00,1282.55,5646.21,91511
2015-04-11,540034.00,0.00,1152.58,2121.81,83701
2015-04-12,996666.00,0.00,1388.00,3991.09,72923
